Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Delight;SUPPORT;HLE;T1;Keria;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:36:19;Alistar;KSante;Nasus;Corki;Poppy;Leona;Win;15;11;4;1;14;2;2;7;4.5;56;0;0;1.5;9780;269;0.142;128;60;28;19;17;3.52;1.65;0.52;0.77;0.418;6745;5050;1087;608;186;0.085;0.25;0.6;0;0;0;0;0;345;3;-186;0;0;2781;2781;2006;0;25694;0;31;198;18440;16;21;39;150;0
Kiin;TOP;GEN;HLE;Doran;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Blue;00:40:12;Sejuani;Rumble;Smolder;Ashe;KSante;Mordekaiser;Loss;19;8;2;2;18;0;4;10;2.5;243;0;0;6;13496;336;0.174;49;13;12;8;8;1.22;0.32;0.2;0.3;0.121;7654;6364;803;487;190;0.069;0.25;0.526;0;0;0;0;0;224;9;-261;-1;0;3482;3482;3563;0;70866;832;19;1120;32501;112;10;28;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Blue;00:40:12;Maokai;Nidalee;Skarner;Zyra;Skarner;Zyra;Loss;19;8;2;2;17;5;3;10;5;198;172;0;4.9;13564;337;0.174;71;19;16;13;13;1.77;0.47;0.32;0.4;0.175;13595;7523;5710;362;338;0.123;0.37;0.789;0;1;0;0;0;-1286;-31;-1061;-1;0;1155;1155;17352;0;87970;0;39;835;44614;106;14;36;200;100
Chovy;MID;GEN;HLE;Zeka;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Blue;00:40:12;Vi;Ziggs;Ezreal;Tristana;Smolder;Tristana;Loss;19;8;2;2;18;9;2;7;8;419;49;0;10.4;20619;513;0.265;78;20;17;7;6;1.94;0.5;0.17;0.42;0.193;51121;26448;10203;14470;1272;0.463;0.4;0.842;0;1;1;0;0;-1125;0;641;0;0;9601;9601;7403;0;18865;0;18;497;23650;44;10;35;650;650
Peyz;ADCARRY;GEN;HLE;Viper;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Blue;00:40:12;Braum;Nasus;Rell;Leona;Ezreal;Ashe;Loss;19;8;2;2;18;2;3;11;4.3;453;24;0;11.3;19565;487;0.252;51;16;17;5;4;1.27;0.4;0.12;0.42;0.126;33248;17689;14867;692;827;0.301;0.32;0.684;0;0;0;0;0;-192;7;668;1;0;8340;8340;13809;0;20753;0;3;176;25067;116;6;27;0;500
Lehends;SUPPORT;GEN;HLE;Delight;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Blue;00:40:12;Nautilus;Alistar;KSante;Mordekaiser;Rell;Leona;Loss;19;8;2;2;14;3;6;15;3;32;2;0;0.8;10536;262;0.135;156;101;10;31;36;3.88;2.51;0.77;0.25;0.385;4778;810;2888;1080;119;0.043;0.45;0.947;0;0;0;0;0;245;-1;-534;0;0;1177;1177;2622;0;32585;2203;32;84;24399;198;43;57;0;0
Doran;TOP;HLE;GEN;Kiin;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Red;00:40:12;Rumble;Sejuani;Ashe;Smolder;Mordekaiser;KSante;Win;18;8;4;1;18;2;5;9;2.2;265;17;0;6.6;13259;330;0.172;37;15;4;10;10;0.92;0.37;0.25;0.1;0.104;14543;1281;13089;173;362;0.133;0.27;0.611;0;0;0;0;0;-224;-9;261;1;0;460;460;9417;0;52221;0;14;291;36530;238;13;35;0;0
Peanut;JUNGLE;HLE;GEN;Canyon;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Red;00:40:12;Nidalee;Maokai;Zyra;Skarner;Zyra;Skarner;Win;18;8;4;1;17;3;6;13;2.7;237;202;0;5.9;13405;333;0.174;64;12;21;10;10;1.59;0.3;0.25;0.52;0.179;21312;786;17963;2563;530;0.195;0.4;0.889;0;0;0;0;0;1286;31;1061;1;0;701;701;7617;0;19855;0;60;745;29585;274;10;28;0;200
Zeka;MID;HLE;GEN;Chovy;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Red;00:40:12;Ziggs;Vi;Tristana;Ezreal;Tristana;Smolder;Win;18;8;4;1;18;6;1;7;13;389;34;0;9.7;19519;486;0.253;46;14;7;3;3;1.14;0.35;0.07;0.17;0.129;39477;37277;1559;641;982;0.36;0.32;0.722;0;0;1;0;0;1125;0;-641;0;0;17078;17078;15369;0;31270;0;8;136;28752;52;5;26;200;500
Viper;ADCARRY;HLE;GEN;Peyz;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Red;00:40:12;Nasus;Braum;Leona;Rell;Ashe;Ezreal;Win;18;8;4;1;18;7;1;8;15;436;38;0;10.8;20940;521;0.272;65;18;14;6;6;1.62;0.45;0.15;0.35;0.182;29070;27143;1775;152;723;0.265;0.37;0.833;0;0;1;0;0;192;-7;-668;-1;0;5820;5820;11038;0;19213;0;59;1212;19581;42;9;27;1050;150
Delight;SUPPORT;HLE;GEN;Lehends;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;1;5;5;1;Red;00:40:12;Alistar;Nautilus;Mordekaiser;KSante;Leona;Rell;Win;18;8;4;1;15;0;6;13;2.2;43;0;0;1.1;9894;246;0.128;145;72;24;23;21;3.61;1.79;0.57;0.6;0.406;5140;980;2880;1280;128;0.047;0.32;0.722;0;0;0;0;0;-245;1;534;0;0;4184;4184;103;0;31601;219;21;67;31391;140;26;42;0;0
Kiin;TOP;GEN;HLE;Doran;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Blue;00:37:53;Sejuani;Rumble;Ashe;Jhin;Ornn;Renekton;Win;18;10;4;2;18;2;2;12;7;226;4;0;6;12887;340;0.172;37;19;4;9;9;0.98;0.5;0.24;0.11;0.084;15592;4690;10373;529;412;0.154;0.37;0.778;0;0;0;0;0;-607;-14;-644;0;0;3239;3239;1932;0;39897;0;41;705;25754;78;10;34;50;100
Canyon;JUNGLE;GEN;HLE;Peanut;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Blue;00:37:53;Maokai;Nidalee;Zyra;Azir;Zyra;Ivern;Win;18;10;4;2;18;4;1;12;16;311;264;0;8.2;16148;426;0.215;126;49;26;7;7;3.33;1.29;0.18;0.69;0.284;25770;523;23879;1368;680;0.255;0.42;0.889;0;2;0;0;0;324;14;176;0;1;4393;4393;9796;877;9392;0;36;453;15649;28;8;27;0;0
Chovy;MID;GEN;HLE;Zeka;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Blue;00:37:53;Smolder;Ziggs;Corki;Ivern;Corki;Azir;Win;18;10;4;2;18;5;1;10;15;419;25;0;11.1;18388;485;0.245;93;17;25;5;5;2.45;0.45;0.13;0.66;0.21;30928;23553;3998;3377;816;0.306;0.4;0.833;0;1;0;0;0;-857;15;173;0;0;9508;9508;5762;0;10215;0;3;148;14849;48;7;27;50;300
Peyz;ADCARRY;GEN;HLE;Viper;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Blue;00:37:53;Leona;Renata_Glasc;Blitzcrank;Renekton;Ashe;Jhin;Win;18;10;4;2;18;7;0;9;Perfect_KDA;345;28;0;9.1;18130;479;0.242;63;20;19;9;9;1.66;0.53;0.24;0.5;0.142;24287;19602;3522;1163;641;0.24;0.42;0.889;0;1;0;0;0;1073;8;218;1;0;9388;9388;4352;0;8642;0;50;1148;7436;0;10;26;0;0
Lehends;SUPPORT;GEN;HLE;Delight;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Blue;00:37:53;Nautilus;KSante;Ornn;Alistar;Blitzcrank;Alistar;Win;18;10;4;2;14;0;2;14;7;33;0;0;0.9;9480;250;0.126;124;70;11;22;22;3.27;1.85;0.58;0.29;0.28;4470;629;3107;734;118;0.044;0.37;0.778;0;0;0;0;0;65;-2;173;0;0;6864;6864;1995;0;11484;836;20;197;13166;46;24;38;0;0
Doran;TOP;HLE;GEN;Kiin;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Red;00:37:53;Rumble;Sejuani;Jhin;Ashe;Renekton;Ornn;Loss;6;4;2;0;17;1;4;1;0.5;294;16;0;7.8;13100;346;0.208;38;13;13;10;9;1;0.34;0.26;0.34;0.114;6805;5772;1033;0;180;0.142;0.05;0.333;0;0;0;0;0;607;14;644;0;0;1626;1626;7385;0;41872;0;14;92;34144;199;12;36;300;0
Peanut;JUNGLE;HLE;GEN;Canyon;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Red;00:37:53;Nidalee;Maokai;Azir;Zyra;Ivern;Zyra;Loss;6;4;2;0;14;1;3;5;2;163;146;0;4.3;10891;287;0.173;73;38;16;10;8;1.93;1;0.26;0.42;0.22;5155;1191;2473;1491;136;0.107;0.16;1;0;0;0;0;0;-324;-14;-176;0;0;0;0;14761;6573;12407;13412;37;247;18723;71;10;28;100;0
Zeka;MID;HLE;GEN;Chovy;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Red;00:37:53;Ziggs;Smolder;Ivern;Corki;Azir;Corki;Loss;6;4;2;0;17;2;6;4;1;339;20;0;8.9;14758;390;0.234;64;15;17;8;6;1.69;0.4;0.21;0.45;0.193;16510;254;16256;0;436;0.343;0.16;1;0;0;0;0;0;857;-15;-173;0;0;4075;4075;1315;0;17710;0;5;163;26059;219;10;32;0;50
Viper;ADCARRY;HLE;GEN;Peyz;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Red;00:37:53;Renata_Glasc;Leona;Renekton;Blitzcrank;Jhin;Ashe;Loss;6;4;2;0;17;1;1;3;4;415;24;0;11;16094;425;0.255;41;15;14;1;1;1.08;0.4;0.03;0.37;0.123;16986;13368;3516;102;448;0.353;0.11;0.667;0;0;0;0;0;-1073;-8;-218;-1;0;6798;6798;5277;0;9644;0;40;253;15773;0;2;23;0;50
Delight;SUPPORT;HLE;GEN;Lehends;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;2;5;5;2;Red;00:37:53;KSante;Nautilus;Alistar;Ornn;Alistar;Blitzcrank;Loss;6;4;2;0;12;1;4;4;1.3;38;0;0;1;8200;216;0.13;116;79;11;22;22;3.06;2.09;0.58;0.29;0.349;2633;319;1716;598;70;0.055;0.13;0.833;0;0;0;0;0;-65;2;-173;0;0;0;0;5706;2266;32651;0;16;62;27703;92;24;40;0;0
Doran;TOP;HLE;GEN;Kiin;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Blue;00:33:36;Nidalee;Rumble;Maokai;Corki;Camille;Jax;Loss;8;2;2;0;16;2;6;3;0.8;288;27;0;8.6;12010;357;0.212;33;9;5;4;4;0.98;0.27;0.12;0.15;0.082;11282;6142;966;4174;336;0.182;0.15;0.625;0;0;0;0;0;-566;22;326;0;0;2492;2492;3873;0;35261;0;12;224;32431;214;6;25;200;100
Peanut;JUNGLE;HLE;GEN;Canyon;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Blue;00:33:36;Tristana;Smolder;Jhin;Ziggs;Maokai;Skarner;Loss;8;2;2;0;14;0;3;6;2;158;133;0;4.7;8896;265;0.157;60;9;15;7;7;1.79;0.27;0.21;0.45;0.149;7201;426;5729;1046;214;0.116;0.18;0.75;0;0;0;0;0;-689;-15;-561;-1;0;0;0;18246;0;30598;1086;38;586;33595;100;8;23;0;0
Zeka;MID;HLE;GEN;Chovy;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Blue;00:33:36;Blitzcrank;Sejuani;Yone;Skarner;Yone;Corki;Loss;8;2;2;0;16;2;3;2;1.3;304;24;0;9;12185;363;0.215;56;18;11;6;6;1.67;0.54;0.18;0.33;0.139;11783;6388;3125;2270;351;0.19;0.12;0.5;0;0;0;0;0;-823;-15;121;0;0;854;854;7609;0;22354;0;16;206;22208;58;7;25;150;50
Viper;ADCARRY;HLE;GEN;Peyz;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Blue;00:33:36;Leona;Poppy;Rakan;Alistar;Jhin;Ziggs;Loss;8;2;2;0;17;3;1;2;5;377;20;0;11.2;14944;445;0.264;42;16;9;5;5;1.25;0.48;0.15;0.27;0.104;25327;20790;3853;684;754;0.408;0.15;0.625;0;0;0;0;0;677;3;203;1;0;4265;4265;7621;0;10291;0;35;247;14230;0;6;23;100;250
Delight;SUPPORT;HLE;GEN;Lehends;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Blue;00:33:36;KSante;Bard;Camille;Jax;Rakan;Alistar;Loss;8;2;2;0;11;1;1;6;7;55;0;0;1.6;8513;253;0.151;211;113;40;15;14;6.28;3.36;0.45;1.19;0.525;6461;950;4297;1214;192;0.104;0.21;0.875;0;0;0;0;0;767;4;-647;-1;0;2809;2809;6408;1642;16966;2191;25;91;18827;12;18;36;0;0
Kiin;TOP;GEN;HLE;Doran;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Red;00:33:36;Rumble;Nidalee;Corki;Maokai;Jax;Camille;Win;14;9;3;2;18;6;1;5;11;297;12;0;8.8;16011;477;0.244;44;18;13;5;5;1.31;0.54;0.15;0.39;0.136;19057;10181;7994;882;567;0.231;0.33;0.786;1;1;0;0;0;566;-22;-326;0;0;14719;14719;6624;0;25077;0;19;168;25119;25;6;28;100;100
Canyon;JUNGLE;GEN;HLE;Peanut;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Red;00:33:36;Smolder;Tristana;Ziggs;Jhin;Skarner;Maokai;Win;14;9;3;2;16;3;1;5;8;212;179;0;6.3;11712;349;0.178;60;14;22;12;11;1.79;0.42;0.36;0.65;0.186;12046;7530;3774;742;359;0.146;0.24;0.571;0;0;0;0;0;689;15;561;1;0;1138;1138;17693;0;64085;0;39;778;30065;16;13;25;0;0
Chovy;MID;GEN;HLE;Zeka;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Red;00:33:36;Sejuani;Blitzcrank;Skarner;Yone;Corki;Yone;Win;14;9;3;2;18;3;2;5;4;351;46;0;10.4;14928;444;0.227;57;12;34;0;0;1.7;0.36;0;1.01;0.176;25363;18843;4251;2269;755;0.307;0.24;0.571;1;1;0;0;0;823;15;-121;0;0;3956;3956;5508;0;13173;0;2;105;16253;42;1;24;50;350
Peyz;ADCARRY;GEN;HLE;Viper;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Red;00:33:36;Poppy;Leona;Alistar;Rakan;Ziggs;Jhin;Win;14;9;3;2;18;2;0;5;Perfect_KDA;342;4;0;10.2;15312;456;0.233;46;20;12;10;10;1.37;0.6;0.3;0.36;0.142;23545;354;22645;546;701;0.285;0.21;0.5;0;1;0;0;0;-677;-3;-203;-1;0;7910;7910;1629;0;5549;0;13;370;10393;0;12;30;250;0
Lehends;SUPPORT;GEN;HLE;Delight;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;3;5;5;3;Red;00:33:36;Bard;KSante;Jax;Camille;Alistar;Rakan;Win;14;9;3;2;12;0;4;9;2.3;27;0;0;0.8;7789;232;0.118;116;70;7;20;19;3.45;2.08;0.6;0.21;0.359;2614;566;2048;0;78;0.032;0.27;0.643;0;0;0;0;0;-767;-4;647;1;0;0;0;7496;3415;14943;653;24;87;16705;91;22;36;0;0
Doran;TOP;HLE;GEN;Kiin;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Blue;00:30:09;Nidalee;Rumble;Maokai;Corki;Jax;Udyr;Win;19;9;2;2;17;2;2;8;5;234;24;0;7.8;11734;389;0.188;46;16;12;6;5;1.53;0.53;0.2;0.4;0.16;12033;5419;6260;354;399;0.165;0.33;0.526;0;0;0;0;0;271;-6;751;0;0;5743;5743;2871;0;21682;0;12;222;24777;88;7;22;0;0
Peanut;JUNGLE;HLE;GEN;Canyon;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Blue;00:30:09;Skarner;Smolder;Tristana;Miss_Fortune;Maokai;Zyra;Win;19;9;2;2;15;5;1;10;15;178;156;0;5.9;11650;386;0.186;66;12;17;11;10;2.19;0.4;0.36;0.56;0.23;7735;400;6387;948;257;0.106;0.5;0.789;1;1;0;0;0;-582;-24;-655;-1;0;170;170;17880;0;30119;802;44;600;27665;47;12;27;0;300
Zeka;MID;HLE;GEN;Chovy;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Blue;00:30:09;Ziggs;Ashe;Ezreal;Zyra;Tristana;Corki;Win;19;9;2;2;18;7;1;6;13;330;48;0;10.9;16617;551;0.266;48;15;15;8;6;1.59;0.5;0.27;0.5;0.167;20263;17917;1314;1032;672;0.278;0.43;0.684;1;0;1;0;0;960;7;257;0;0;13208;13208;12476;0;21250;0;9;195;20763;55;10;32;50;550
Viper;ADCARRY;HLE;GEN;Peyz;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Blue;00:30:09;Nautilus;Bard;Jax;Alistar;Ezreal;Miss_Fortune;Win;19;9;2;2;16;5;0;6;Perfect_KDA;306;9;0;10.1;14517;481;0.232;29;13;9;3;3;0.96;0.43;0.1;0.3;0.101;27969;16763;9762;1444;928;0.384;0.36;0.579;0;1;0;0;0;97;7;515;1;0;9460;9460;3931;0;9429;0;10;212;8380;0;4;21;0;0
Delight;SUPPORT;HLE;GEN;Lehends;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Blue;00:30:09;KSante;Rell;Blitzcrank;Udyr;Blitzcrank;Alistar;Win;19;9;2;2;14;0;2;12;6;48;0;0;1.6;8056;267;0.129;98;43;17;14;12;3.25;1.43;0.46;0.56;0.341;4928;1011;3023;894;163;0.068;0.4;0.632;0;0;0;0;0;582;7;584;1;0;670;670;2219;0;14267;390;29;162;13599;25;16;31;0;0
Kiin;TOP;GEN;HLE;Doran;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Red;00:30:09;Rumble;Nidalee;Corki;Maokai;Udyr;Jax;Loss;6;3;3;0;15;0;5;3;0.6;214;0;0;7.1;9367;311;0.181;30;11;6;6;5;1;0.36;0.2;0.2;0.112;8951;2356;6595;0;297;0.151;0.1;0.5;0;0;0;0;0;-271;6;-751;0;0;1083;1083;5784;0;42835;0;26;2252;23151;143;8;25;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Red;00:30:09;Smolder;Skarner;Miss_Fortune;Tristana;Zyra;Maokai;Loss;6;3;3;0;14;0;5;5;1;187;156;0;6.2;10227;339;0.198;76;30;16;9;6;2.52;1;0.3;0.53;0.283;13506;403;12669;434;448;0.227;0.17;0.833;0;0;0;0;0;582;24;655;1;0;2449;2449;6070;0;9953;0;23;320;17649;119;10;24;0;0
Chovy;MID;GEN;HLE;Zeka;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Red;00:30:09;Ashe;Ziggs;Zyra;Ezreal;Corki;Tristana;Loss;6;3;3;0;16;5;3;0;1.7;313;20;0;10.4;14456;479;0.279;42;13;10;4;3;1.39;0.43;0.13;0.33;0.156;23765;17586;3594;2585;788;0.4;0.17;0.833;0;0;1;0;0;-960;-7;-257;0;0;5438;5438;5080;0;13350;0;0;19;17558;90;5;30;850;50
Peyz;ADCARRY;GEN;HLE;Viper;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Red;00:30:09;Bard;Nautilus;Alistar;Jax;Miss_Fortune;Ezreal;Loss;6;3;3;0;15;1;3;5;2;297;3;0;9.9;11617;385;0.225;25;12;7;4;3;0.83;0.4;0.13;0.23;0.093;11449;11150;299;0;380;0.193;0.2;1;0;0;0;0;0;-97;-7;-515;-1;0;1249;1249;2602;0;12215;0;2;35;11064;80;5;20;0;0
Lehends;SUPPORT;GEN;HLE;Delight;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;4;5;5;4;Red;00:30:09;Rell;KSante;Udyr;Blitzcrank;Alistar;Blitzcrank;Loss;6;3;3;0;11;0;3;1;0.3;35;0;0;1.2;6075;201;0.117;96;59;5;18;15;3.18;1.96;0.6;0.17;0.357;1701;198;1300;203;56;0.029;0.03;0.167;0;0;0;0;0;-582;-7;-584;-1;0;0;0;5051;1260;31139;189;13;53;19534;61;20;34;0;0
Kiin;TOP;GEN;HLE;Doran;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Blue;00:38:11;Tristana;Rumble;Corki;Ziggs;KSante;Jax;Loss;4;2;2;0;17;3;2;1;2;275;4;0;7.2;12706;333;0.21;55;17;9;11;11;1.44;0.45;0.29;0.24;0.157;14080;10790;1036;2254;369;0.218;0.1;1;0;0;0;0;0;-613;16;618;1;0;289;289;7507;0;46167;1175;33;4190;25655;28;13;30;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Blue;00:38:11;Sejuani;Nidalee;Skarner;Vi;Skarner;Vi;Loss;4;2;2;0;15;1;1;2;3;218;192;0;5.7;10826;284;0.179;61;17;17;16;14;1.6;0.45;0.42;0.45;0.174;10959;5896;4759;304;287;0.17;0.08;0.75;0;0;0;0;0;-688;-8;-729;-1;0;1133;1133;16366;0;61073;0;32;865;35602;20;18;34;0;0
Chovy;MID;GEN;HLE;Zeka;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Blue;00:38:11;Maokai;Smolder;Kaisa;Yone;Corki;Yone;Loss;4;2;2;0;18;0;3;1;0.3;371;11;0;9.7;14791;387;0.244;56;17;12;6;5;1.47;0.45;0.16;0.31;0.16;23726;15728;5795;2203;621;0.368;0.03;0.25;0;0;0;0;0;245;14;694;1;0;4592;4592;5220;0;13469;0;0;36;18313;105;7;28;0;200
Peyz;ADCARRY;GEN;HLE;Viper;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Blue;00:38:11;Alistar;Poppy;KSante;Jax;Kaisa;Ziggs;Loss;4;2;2;0;17;0;3;2;0.7;385;20;0;10.1;14412;377;0.238;30;13;10;3;2;0.79;0.34;0.08;0.26;0.085;11840;4912;6693;235;310;0.184;0.05;0.5;0;0;0;0;0;-438;5;187;0;0;673;673;3267;0;10127;0;0;97;14030;158;5;25;0;150
Lehends;SUPPORT;GEN;HLE;Delight;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Blue;00:38:11;Rakan;Blitzcrank;Nautilus;Rell;Nautilus;Rell;Loss;4;2;2;0;11;0;6;4;0.7;32;0;0;0.8;7826;205;0.129;149;92;17;28;25;3.9;2.41;0.73;0.45;0.425;3898;869;2967;62;102;0.06;0.1;1;0;0;0;0;0;-59;-13;-578;-1;0;556;556;589;0;18415;1865;33;218;14381;114;30;44;0;0
Doran;TOP;HLE;GEN;Kiin;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Red;00:38:11;Rumble;Tristana;Ziggs;Corki;Jax;KSante;Win;15;10;4;1;18;1;1;7;8;285;12;0;7.5;14784;387;0.207;60;25;13;11;11;1.57;0.65;0.29;0.34;0.146;13377;6852;6345;180;350;0.176;0.21;0.533;0;0;0;0;0;613;-16;-618;-1;0;7866;7866;9847;0;22653;0;14;170;26064;25;14;34;0;0
Peanut;JUNGLE;HLE;GEN;Canyon;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Red;00:38:11;Nidalee;Sejuani;Vi;Skarner;Vi;Skarner;Win;15;10;4;1;16;4;1;7;11;244;216;0;6.4;13911;364;0.195;82;14;22;13;13;2.15;0.37;0.34;0.58;0.2;6857;6611;0;246;180;0.09;0.29;0.733;0;0;0;0;0;688;8;729;1;0;2658;2658;20076;0;41315;0;15;363;29635;43;14;34;200;0
Zeka;MID;HLE;GEN;Chovy;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Red;00:38:11;Smolder;Maokai;Yone;Kaisa;Yone;Corki;Win;15;10;4;1;18;6;0;8;Perfect_KDA;353;43;0;9.2;16193;424;0.227;63;18;15;7;7;1.65;0.47;0.18;0.39;0.154;20270;13541;4640;2089;531;0.266;0.37;0.933;0;1;0;0;0;-245;-14;-694;-1;0;2601;2601;15794;0;41754;0;15;288;26522;0;8;31;0;0
Viper;ADCARRY;HLE;GEN;Peyz;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Red;00:38:11;Poppy;Alistar;Jax;KSante;Ziggs;Kaisa;Win;15;10;4;1;18;3;0;10;Perfect_KDA;361;29;0;9.5;16848;441;0.236;65;17;8;5;4;1.7;0.45;0.13;0.21;0.159;32156;660;30846;650;842;0.423;0.34;0.867;0;0;0;0;0;438;-5;-187;0;0;12506;12506;3946;1906;3309;0;19;373;6715;0;9;27;100;0
Delight;SUPPORT;HLE;GEN;Lehends;08.09.2024;FINALS;8;v14.16;Summer_Playoffs_24;5;5;5;5;Red;00:38:11;Blitzcrank;Rakan;Rell;Nautilus;Rell;Nautilus;Win;15;10;4;1;13;1;2;14;7.5;40;0;0;1;9578;251;0.134;140;67;18;18;17;3.67;1.75;0.47;0.47;0.341;3438;650;2196;592;90;0.045;0.39;1;0;0;0;0;0;59;13;578;1;0;1926;1926;4514;0;22853;1055;24;57;14543;10;22;38;50;0
