Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Peyz;ADCARRY;GEN;DK;Aiming;28.08.2024;2;3;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:28:15;Rell;Leona;Blitzcrank;Poppy;Ziggs;Miss_Fortune;Win;18;11;2;1;16;6;0;9;Perfect_KDA;272;2;0;9.6;14651;519;0.241;32;13;6;5;5;1.13;0.46;0.18;0.21;0.133;21296;704;20592;0;754;0.307;0.53;0.833;0;0;0;0;0;583;-10;-83;0;0;9947;9947;774;0;1785;0;12;309;4091;0;8;25;150;0
Lehends;SUPPORT;GEN;DK;Moham;28.08.2024;2;3;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:28:15;Nautilus;KSante;Garen;Olaf;Blitzcrank;Poppy;Win;18;11;2;1;11;1;3;10;3.7;23;0;0;0.8;8345;295;0.137;99;51;12;13;13;3.5;1.81;0.46;0.42;0.411;4399;1094;2375;930;156;0.063;0.39;0.611;0;0;0;0;0;428;-6;50;0;0;1988;1988;600;0;9129;0;28;154;16447;52;15;28;0;0
kingen;TOP;DK;GEN;Kiin;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:28:39;Azir;LeBlanc;Nasus;Ziggs;Nasus;Garen;Loss;16;2;1;0;14;4;8;4;1;178;3;0;6.2;10464;365;0.213;20;8;4;4;2;0.7;0.28;0.14;0.14;0.087;14415;10353;3942;120;503;0.227;0.28;0.5;0;0;0;0;0;-559;-28;-1504;-1;0;4582;4582;8910;0;28139;0;9;102;33104;179;5;24;250;0
Lucid;JUNGLE;DK;GEN;Canyon;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:28:39;Tristana;Smolder;Vi;Corki;Vi;Skarner;Loss;16;2;1;0;13;3;5;7;2;169;145;0;5.9;9393;328;0.191;36;12;9;10;10;1.26;0.42;0.35;0.31;0.156;11455;10857;0;598;400;0.18;0.35;0.625;0;0;0;0;0;-903;17;554;1;0;0;0;11381;0;28909;0;25;344;29917;132;11;25;0;0
ShowMaker;MID;DK;GEN;Chovy;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:28:39;Maokai;Rumble;Leona;Garen;Taliyah;Corki;Loss;16;2;1;0;15;4;4;10;3.5;231;8;0;8.1;11344;396;0.231;34;13;8;3;3;1.19;0.45;0.1;0.28;0.147;18351;1115;17236;0;641;0.289;0.49;0.875;1;0;0;0;0;-338;-18;-282;0;0;132;132;956;0;9435;0;32;417;14977;104;5;26;450;0
Aiming;ADCARRY;DK;GEN;Peyz;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:28:39;Poppy;Kaisa;Seraphine;Rell;Seraphine;Ziggs;Loss;16;2;1;0;15;5;1;5;10;248;6;0;8.7;11540;403;0.234;30;12;6;4;4;1.05;0.42;0.14;0.21;0.13;15109;1111;13735;263;527;0.238;0.35;0.625;0;0;1;0;0;-1522;-1;688;0;0;826;826;2419;1381;7374;2435;23;255;9044;0;6;24;250;100
Moham;SUPPORT;DK;GEN;Lehends;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:28:39;Zyra;Olaf;Taliyah;Skarner;Leona;Rell;Loss;16;2;1;0;9;0;7;7;1;34;0;0;1.2;6473;226;0.132;111;55;18;17;17;3.87;1.92;0.59;0.63;0.481;4193;1109;2288;796;146;0.066;0.24;0.438;0;0;0;0;0;-498;13;-905;-2;0;738;738;822;0;20084;0;27;55;19864;142;19;32;0;0
Kiin;TOP;GEN;DK;kingen;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:28:39;LeBlanc;Azir;Ziggs;Nasus;Garen;Nasus;Win;25;9;3;1;16;3;3;7;3.3;216;22;0;7.5;11379;397;0.189;36;9;7;6;5;1.26;0.31;0.21;0.24;0.138;17613;14001;0;3612;615;0.213;0.35;0.4;0;0;0;0;0;559;28;1504;1;0;7106;7106;2374;0;24611;0;22;177;22191;117;8;26;0;150
Canyon;JUNGLE;GEN;DK;Lucid;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:28:39;Smolder;Tristana;Corki;Vi;Skarner;Vi;Win;25;9;3;1;14;9;1;13;22;143;122;0;5;12050;421;0.2;55;11;16;10;9;1.92;0.38;0.35;0.56;0.211;13867;8938;4439;490;484;0.167;0.77;0.88;0;0;0;0;0;903;-17;-554;-1;0;4250;4250;13571;0;57649;0;35;565;30971;16;11;29;0;200
Chovy;MID;GEN;DK;ShowMaker;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:28:39;Rumble;Maokai;Garen;Leona;Corki;Taliyah;Win;25;9;3;1;17;5;4;10;3.8;287;28;0;10;13825;483;0.23;52;11;12;2;2;1.82;0.38;0.07;0.42;0.199;19979;13952;3869;2158;697;0.241;0.52;0.6;0;1;1;0;0;338;18;282;0;0;4386;4386;7624;0;11729;0;1;45;20180;79;3;23;0;500
Peyz;ADCARRY;GEN;DK;Aiming;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:28:39;Kaisa;Poppy;Rell;Seraphine;Ziggs;Seraphine;Win;25;9;3;1;15;8;3;11;6.3;259;4;0;9;15077;526;0.25;25;10;5;2;2;0.87;0.35;0.07;0.17;0.096;26708;1188;25520;0;932;0.322;0.66;0.76;0;2;0;0;0;1522;1;-688;0;0;11527;11527;321;0;4387;0;14;220;9274;76;4;22;100;100
Lehends;SUPPORT;GEN;DK;Moham;28.08.2024;2;3;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:28:39;Olaf;Zyra;Skarner;Taliyah;Rell;Leona;Win;25;9;3;1;11;0;5;22;4.4;18;0;0;0.6;7862;274;0.131;93;61;5;17;17;3.25;2.13;0.59;0.17;0.356;4705;1361;2716;628;164;0.057;0.77;0.88;0;0;0;0;0;498;-13;905;2;0;1978;1978;101;0;16992;0;32;66;20410;135;19;34;0;0
Doran;TOP;HLE;T1;Zeus;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Blue;00:31:30;Azir;Maokai;Vi;Ashe;Vladimir;Kennen;Win;18;9;3;2;17;2;1;11;13;224;12;0;7.1;12150;386;0.186;30;13;1;6;5;0.95;0.41;0.19;0.03;0.085;17920;487;17349;84;569;0.228;0.41;0.722;0;0;0;0;0;-526;-16;-424;0;0;3212;3212;31140;1382;13589;0;3;115;23669;49;10;26;0;0
Peanut;JUNGLE;HLE;T1;Oner;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Blue;00:31:30;Nasus;Rumble;Ziggs;LeBlanc;Vi;Lee_Sin;Win;18;9;3;2;16;8;1;7;15;209;180;0;6.6;14186;450;0.217;53;7;21;5;5;1.68;0.22;0.16;0.67;0.151;11058;10788;0;270;351;0.14;0.48;0.833;0;1;1;0;0;895;-16;-232;0;0;2814;2814;17941;0;40374;0;19;342;29943;36;6;25;250;0
Zeka;MID;HLE;T1;Faker;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Blue;00:31:30;Lillia;Ivern;Yone;Braum;Yone;LeBlanc;Win;18;9;3;2;18;4;0;10;Perfect_KDA;318;16;0;10.1;14766;469;0.226;45;14;11;4;4;1.43;0.44;0.13;0.35;0.128;25231;17159;4593;3479;801;0.32;0.44;0.778;0;0;0;0;0;114;6;50;0;0;4951;4951;13623;0;26390;0;22;213;24620;0;5;23;50;0
Viper;ADCARRY;HLE;T1;Gumayusi;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Blue;00:31:30;Poppy;Rell;Rakan;Kennen;Ziggs;Ashe;Win;18;9;3;2;17;1;2;12;6.5;314;8;0;10;14393;457;0.221;46;18;8;8;7;1.46;0.57;0.25;0.25;0.131;19927;566;19250;111;633;0.253;0.41;0.722;0;0;0;0;0;236;-12;-152;0;1;14626;14626;933;0;5348;0;15;330;9394;70;10;29;0;100
Delight;SUPPORT;HLE;T1;Keria;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Blue;00:31:30;Olaf;KSante;Vladimir;Lee_Sin;Rakan;Braum;Win;18;9;3;2;14;3;0;12;Perfect_KDA;50;0;0;1.6;9761;310;0.15;178;96;30;15;15;5.65;3.05;0.48;0.95;0.506;4616;1213;3275;128;147;0.059;0.48;0.833;0;0;0;0;0;-227;6;93;0;0;3353;3353;8234;2964;18579;1534;16;59;15195;0;17;33;100;0
Zeus;TOP;T1;HLE;Doran;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Red;00:31:30;Maokai;Azir;Ashe;Vi;Kennen;Vladimir;Loss;4;4;2;0;17;1;3;1;0.7;306;4;0;9.7;13383;425;0.248;36;16;6;5;5;1.14;0.51;0.16;0.19;0.138;16346;7200;8936;210;519;0.286;0.06;0.5;0;0;0;0;0;526;16;424;0;0;8876;8876;4913;0;19085;0;25;221;20072;101;8;26;0;100
Oner;JUNGLE;T1;HLE;Peanut;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Red;00:31:30;Rumble;Nasus;LeBlanc;Ziggs;Lee_Sin;Vi;Loss;4;4;2;0;14;1;5;1;0.4;193;176;0;6.1;9633;306;0.179;46;18;8;9;8;1.46;0.57;0.29;0.25;0.176;6842;5408;1084;350;217;0.12;0.06;0.5;0;0;0;0;0;-895;16;232;0;0;342;342;18458;0;34726;664;13;614;37221;186;10;28;0;0
Faker;MID;T1;HLE;Zeka;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Red;00:31:30;Ivern;Lillia;Braum;Yone;LeBlanc;Yone;Loss;4;4;2;0;16;2;3;1;1;287;9;0;9.1;11902;378;0.221;28;11;12;2;2;0.89;0.35;0.06;0.38;0.107;18856;1929;15258;1669;599;0.33;0.1;0.75;1;0;0;0;0;-114;-6;-50;0;0;843;843;3228;0;9667;0;18;69;20474;95;4;21;100;100
Gumayusi;ADCARRY;T1;HLE;Viper;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Red;00:31:30;Rell;Poppy;Kennen;Rakan;Ashe;Ziggs;Loss;4;4;2;0;15;0;4;2;0.5;320;18;0;10.2;12009;381;0.223;38;15;13;8;7;1.21;0.48;0.25;0.41;0.146;9376;6831;2333;212;298;0.164;0.06;0.5;0;0;0;0;0;-236;12;152;0;0;1355;1355;2598;0;11640;0;30;687;16159;139;10;31;0;200
Keria;SUPPORT;T1;HLE;Delight;29.08.2024;2;4;v14.16;Summer_Playoffs_24;1;3;5;1;Red;00:31:30;KSante;Olaf;Lee_Sin;Vladimir;Braum;Rakan;Loss;4;4;2;0;11;0;3;2;0.7;35;0;0;1.1;6955;221;0.129;113;66;24;20;17;3.59;2.1;0.63;0.76;0.433;5709;546;5103;60;181;0.1;0.06;0.5;0;0;0;0;0;227;-6;-93;0;0;3228;3228;820;0;14794;1106;28;179;19474;66;22;37;0;0
Zeus;TOP;T1;HLE;Doran;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Blue;00:39:39;Maokai;Azir;Vi;Ziggs;Olaf;Renekton;Loss;14;4;2;1;18;4;6;3;1.2;330;29;0;8.3;15922;402;0.228;46;12;10;7;5;1.16;0.3;0.18;0.25;0.124;20955;14272;0;6683;528;0.193;0.18;0.5;2;0;0;0;0;1359;12;636;1;0;6446;6446;16686;0;63267;0;17;561;35072;181;10;32;150;200
Oner;JUNGLE;T1;HLE;Peanut;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Blue;00:39:39;Ivern;Rumble;Nasus;Sejuani;Vi;Sejuani;Loss;14;4;2;1;16;1;7;6;1;233;183;0;5.9;13053;329;0.187;48;10;13;9;8;1.21;0.25;0.23;0.33;0.129;12531;11947;0;584;316;0.115;0.18;0.5;0;0;0;0;0;234;14;636;0;0;1621;1621;20866;0;58140;0;26;355;49560;283;10;32;100;0
Faker;MID;T1;HLE;Zeka;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Blue;00:39:39;Zyra;Lillia;Seraphine;Smolder;Nasus;Smolder;Loss;14;4;2;1;18;4;5;2;1.2;333;18;0;8.4;15356;387;0.22;49;23;13;10;10;1.24;0.58;0.25;0.33;0.132;27456;15421;12035;0;692;0.252;0.15;0.429;0;0;0;0;0;-688;-10;-870;-1;0;676;676;20387;0;58855;0;19;376;47040;157;13;31;100;200
Gumayusi;ADCARRY;T1;HLE;Viper;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Blue;00:39:39;Rell;Senna;Olaf;Leona;Seraphine;Ziggs;Loss;14;4;2;1;18;4;3;6;3.3;348;20;0;8.8;16012;404;0.23;38;16;8;8;7;0.96;0.4;0.2;0.2;0.102;38257;1683;35974;600;965;0.351;0.25;0.714;0;1;0;0;0;-1404;-16;-977;0;0;3016;3016;3737;117;15719;3927;35;378;19104;79;11;31;350;350
Keria;SUPPORT;T1;HLE;Delight;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Blue;00:39:39;Jax;Kennen;Shen;Renekton;Shen;Leona;Loss;14;4;2;1;13;1;6;10;1.8;43;2;0;1.1;9387;237;0.135;190;122;24;32;29;4.79;3.08;0.81;0.61;0.512;9658;4883;3197;1578;244;0.089;0.28;0.786;0;0;0;0;0;-897;0;-160;0;0;2445;2445;2830;0;28120;3890;33;145;30213;206;36;50;0;0
Doran;TOP;HLE;T1;Zeus;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:39:39;Azir;Maokai;Ziggs;Vi;Renekton;Olaf;Win;27;10;4;1;18;2;5;9;2.2;295;16;0;7.4;13979;353;0.183;44;13;15;8;8;1.11;0.33;0.2;0.38;0.123;17321;14016;2331;974;437;0.128;0.28;0.407;0;0;0;0;0;-1359;-12;-636;-1;0;347;347;9636;0;32044;0;24;318;40516;194;12;38;200;0
Peanut;JUNGLE;HLE;T1;Oner;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:39:39;Rumble;Ivern;Sejuani;Nasus;Sejuani;Vi;Win;27;10;4;1;17;3;3;20;7.7;204;173;0;5.1;12985;327;0.17;62;16;20;14;14;1.56;0.4;0.35;0.5;0.174;19920;11013;5948;2959;502;0.147;0.58;0.852;1;0;0;0;0;-234;-14;-636;0;0;349;349;19040;266;66214;1358;38;501;55700;71;15;33;50;100
Zeka;MID;HLE;T1;Faker;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:39:39;Lillia;Zyra;Smolder;Seraphine;Smolder;Nasus;Win;27;10;4;1;18;16;2;2;9;382;49;0;9.6;20661;521;0.271;39;17;8;5;4;0.98;0.43;0.13;0.2;0.109;42548;26457;6604;9487;1073;0.314;0.45;0.667;0;2;1;0;0;688;10;870;1;0;8790;8790;8952;0;16982;0;11;470;21904;86;6;28;400;500
Viper;ADCARRY;HLE;T1;Gumayusi;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:39:39;Senna;Rell;Leona;Olaf;Ziggs;Seraphine;Win;27;10;4;1;18;4;0;19;Perfect_KDA;334;20;0;8.4;17353;438;0.227;46;24;5;11;11;1.16;0.61;0.28;0.13;0.129;46396;1006;42221;3169;1170;0.342;0.58;0.852;0;1;0;0;0;1404;16;977;0;0;14846;14846;3028;1049;6034;0;25;451;10325;0;13;38;0;0
Delight;SUPPORT;HLE;T1;Keria;29.08.2024;2;4;v14.16;Summer_Playoffs_24;2;3;5;2;Red;00:39:39;Kennen;Jax;Renekton;Shen;Leona;Shen;Win;27;10;4;1;14;2;4;17;4.8;45;0;0;1.1;11320;285;0.148;166;79;30;21;21;4.19;1.99;0.53;0.76;0.465;9385;1908;5329;2148;237;0.069;0.48;0.704;1;0;0;0;0;897;0;160;0;0;3767;3767;286;0;36853;165;42;131;32642;101;25;41;100;100
Zeus;TOP;T1;HLE;Doran;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:30:34;Maokai;Azir;Ziggs;Vi;Camille;Jax;Loss;7;3;0;0;15;2;6;3;0.8;202;4;0;6.6;10643;348;0.213;22;7;3;4;2;0.72;0.23;0.13;0.1;0.091;12285;7312;1056;3917;402;0.18;0.16;0.714;0;0;0;0;0;-1206;4;166;0;0;5245;5245;1661;0;24634;0;16;182;24588;165;5;24;50;0
Oner;JUNGLE;T1;HLE;Peanut;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:30:34;Ivern;Rumble;Sejuani;Kaisa;Sejuani;Vi;Loss;7;3;0;0;13;2;5;4;1.2;140;125;0;4.6;9167;300;0.183;35;8;8;6;6;1.15;0.26;0.2;0.26;0.145;10150;4965;4569;616;332;0.148;0.2;0.857;0;0;0;0;0;-251;3;-3;0;0;0;0;10549;189;34599;1229;25;288;29919;138;7;23;350;0
Faker;MID;T1;HLE;Zeka;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:30:34;Tristana;Lillia;Smolder;Yone;Smolder;Yone;Loss;7;3;0;0;15;1;5;5;1.2;250;0;0;8.2;11135;364;0.223;38;14;10;4;4;1.24;0.46;0.13;0.33;0.158;23921;17989;4140;1792;783;0.35;0.2;0.857;0;0;0;0;0;104;-3;13;0;0;684;684;4933;0;10620;0;10;188;19727;162;5;18;0;50
Gumayusi;ADCARRY;T1;HLE;Viper;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:30:34;Leona;Poppy;Alistar;Rell;Ziggs;Kaisa;Loss;7;3;0;0;15;2;5;3;1;318;6;0;10.4;12650;414;0.253;40;17;8;9;7;1.31;0.56;0.29;0.26;0.166;16638;503;15925;210;544;0.243;0.16;0.714;0;0;0;0;0;-391;-1;-631;-1;0;1198;1198;100;0;8311;0;14;302;13562;175;11;26;0;50
Keria;SUPPORT;T1;HLE;Delight;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Blue;00:30:34;Kennen;Olaf;Camille;Jax;Alistar;Rell;Loss;7;3;0;0;10;0;5;7;1.4;27;0;0;0.9;6385;209;0.128;106;68;5;21;19;3.47;2.22;0.69;0.16;0.44;5389;677;3797;915;176;0.079;0.23;1;0;0;0;0;0;-426;-5;-263;-1;0;100;100;4300;2337;25203;0;45;78;21603;99;23;39;0;0
Doran;TOP;HLE;T1;Zeus;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:30:34;Azir;Maokai;Vi;Ziggs;Jax;Camille;Win;26;10;4;1;17;7;0;14;Perfect_KDA;212;12;0;6.9;14715;481;0.227;43;19;5;8;8;1.41;0.62;0.26;0.16;0.146;19834;9855;9497;482;649;0.225;0.69;0.808;0;0;1;0;0;1206;-4;-166;0;0;14006;14006;6047;0;19011;0;20;185;23057;0;9;28;100;0
Peanut;JUNGLE;HLE;T1;Oner;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:30:34;Rumble;Ivern;Kaisa;Sejuani;Vi;Sejuani;Win;26;10;4;1;16;5;1;17;22;192;181;0;6.3;12717;416;0.196;50;12;10;10;10;1.64;0.39;0.33;0.33;0.17;13779;13103;0;676;451;0.156;0.72;0.846;0;1;0;0;0;251;-3;3;0;0;3025;3025;17532;0;34473;0;29;375;27085;12;11;27;0;0
Zeka;MID;HLE;T1;Faker;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:30:34;Lillia;Tristana;Yone;Smolder;Yone;Smolder;Win;26;10;4;1;16;4;0;15;Perfect_KDA;274;8;0;9;13827;452;0.214;35;10;9;7;7;1.15;0.33;0.23;0.29;0.119;22775;15401;4942;2432;745;0.258;0.62;0.731;0;1;0;0;0;-104;3;-13;0;0;5878;5878;9277;0;21612;0;27;294;20564;0;9;25;0;0
Viper;ADCARRY;HLE;T1;Gumayusi;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:30:34;Poppy;Leona;Rell;Alistar;Kaisa;Ziggs;Win;26;10;4;1;17;9;3;7;5.3;316;38;0;10.3;15137;495;0.234;54;16;13;6;6;1.77;0.52;0.2;0.43;0.184;28130;9185;18358;587;920;0.319;0.52;0.615;0;2;1;0;0;391;1;631;1;0;2873;2873;3498;0;9499;0;2;94;16041;139;8;27;0;400
Delight;SUPPORT;HLE;T1;Keria;29.08.2024;2;4;v14.16;Summer_Playoffs_24;3;3;5;3;Red;00:30:34;Olaf;Kennen;Jax;Camille;Rell;Alistar;Win;26;10;4;1;12;1;3;12;4.3;38;0;0;1.2;8349;273;0.129;112;50;11;13;13;3.66;1.64;0.43;0.36;0.381;3602;624;2331;647;118;0.041;0.43;0.5;0;0;0;0;0;426;5;263;1;0;3888;3888;463;0;17100;0;28;71;16651;67;15;29;0;0
Kiin;TOP;GEN;HLE;Doran;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:06;Vi;Tristana;Maokai;Smolder;KSante;Jax;Loss;6;2;2;0;15;0;4;2;0.5;224;4;0;6.8;9918;300;0.183;32;14;3;6;6;0.97;0.42;0.18;0.09;0.121;9568;8006;872;690;289;0.13;0.06;0.333;0;0;0;0;0;-1458;-12;-836;-1;0;0;0;1511;0;38375;678;25;2489;24858;102;7;23;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:06;Yone;Rumble;Ezreal;Miss_Fortune;Maokai;Sejuani;Loss;6;2;2;0;14;0;5;1;0.2;182;162;0;5.5;9038;273;0.167;48;9;14;8;7;1.45;0.27;0.24;0.42;0.181;9061;164;8569;328;274;0.123;0.03;0.167;0;0;0;0;0;65;17;543;0;0;2098;2098;17251;0;39668;1544;45;617;40546;151;9;26;0;0
Chovy;MID;GEN;HLE;Zeka;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:06;Ivern;Ziggs;Zeri;Sejuani;Zeri;Smolder;Loss;6;2;2;0;17;3;1;0;3;363;32;0;11;14746;445;0.272;51;5;28;5;5;1.54;0.15;0.15;0.85;0.192;19661;14451;4625;585;594;0.268;0.09;0.5;0;1;0;0;0;409;17;377;1;0;3946;3946;7080;0;11394;0;8;201;17029;52;8;27;200;200
Peyz;ADCARRY;GEN;HLE;Viper;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:06;Rell;Leona;KSante;Nautilus;Ezreal;Miss_Fortune;Loss;6;2;2;0;17;3;1;2;5;334;14;0;10.1;13585;410;0.251;24;10;8;2;2;0.73;0.3;0.06;0.24;0.091;31835;18587;12402;846;962;0.434;0.15;0.833;1;0;0;0;0;-1319;-16;131;0;0;501;501;7842;0;9554;0;4;174;14519;0;4;20;0;100
Lehends;SUPPORT;GEN;HLE;Delight;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:33:06;Camille;Mordekaiser;Blitzcrank;Jax;Blitzcrank;Nautilus;Loss;6;2;2;0;10;0;6;5;0.8;34;4;0;1;6835;206;0.126;110;71;9;24;21;3.32;2.15;0.73;0.27;0.415;3289;461;2096;732;99;0.045;0.15;0.833;0;0;0;0;0;31;-4;-94;0;0;135;135;470;0;11226;0;25;134;17496;132;26;42;0;0
Doran;TOP;HLE;GEN;Kiin;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:06;Tristana;Vi;Smolder;Maokai;Jax;KSante;Win;17;9;4;2;16;4;2;4;4;224;2;0;6.8;12903;390;0.196;43;21;4;10;10;1.3;0.63;0.3;0.12;0.148;11896;5314;6180;402;359;0.143;0.24;0.471;1;0;0;0;0;1458;12;836;1;0;7246;7246;4539;0;24953;0;14;190;24428;100;11;28;0;200
Peanut;JUNGLE;HLE;GEN;Canyon;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:06;Rumble;Yone;Miss_Fortune;Ezreal;Sejuani;Maokai;Win;17;9;4;2;15;1;2;15;8;177;164;0;5.3;11036;333;0.168;41;11;7;9;9;1.24;0.33;0.27;0.21;0.141;8711;4133;4025;553;263;0.105;0.48;0.941;0;0;0;0;0;-65;-17;-543;0;0;554;554;17403;110;68503;1319;19;309;44081;47;10;28;0;0
Zeka;MID;HLE;GEN;Chovy;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:06;Ziggs;Ivern;Sejuani;Zeri;Smolder;Zeri;Win;17;9;4;2;18;5;0;9;Perfect_KDA;324;16;0;9.8;16265;491;0.247;44;17;12;5;5;1.33;0.51;0.15;0.36;0.151;26663;17269;5209;4185;806;0.321;0.42;0.824;0;1;0;0;0;-409;-17;-377;-1;0;5372;5372;7893;0;9147;0;10;363;14073;0;6;25;300;0
Viper;ADCARRY;HLE;GEN;Peyz;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:06;Leona;Rell;Nautilus;KSante;Miss_Fortune;Ezreal;Win;17;9;4;2;18;7;1;8;15;357;32;0;10.8;17407;526;0.265;40;17;10;5;5;1.21;0.51;0.15;0.3;0.137;31401;29940;1022;439;949;0.378;0.45;0.882;0;1;0;0;0;1319;16;-131;0;0;12154;12154;4660;0;19825;0;9;220;7335;14;7;25;0;0
Delight;SUPPORT;HLE;GEN;Lehends;31.08.2024;3;5;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:33:06;Mordekaiser;Camille;Jax;Blitzcrank;Nautilus;Blitzcrank;Win;17;9;4;2;13;0;1;12;12;37;0;0;1.1;8156;246;0.124;123;60;13;19;18;3.72;1.81;0.57;0.39;0.423;4502;1063;2417;1022;136;0.054;0.36;0.706;0;0;0;0;0;-31;4;94;0;0;573;573;2879;0;27096;0;32;153;19564;12;21;37;0;0
Kiin;TOP;GEN;HLE;Doran;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:28:57;Vi;Tristana;Smolder;Miss_Fortune;KSante;Renekton;Win;22;11;4;2;15;1;3;8;3;204;0;0;7;10761;372;0.174;40;12;10;6;6;1.38;0.41;0.21;0.35;0.137;12538;9780;1841;917;433;0.155;0.31;0.409;0;0;0;0;0;-594;15;601;0;0;2290;2290;5470;0;30341;742;22;1414;21862;75;8;24;0;0
Canyon;JUNGLE;GEN;HLE;Peanut;31.08.2024;3;5;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:28:57;Maokai;Rumble;Nidalee;Zyra;Nidalee;Zyra;Win;22;11;4;2;16;4;1;15;19;190;170;0;6.6;12661;437;0.205;43;11;13;9;8;1.49;0.38;0.31;0.45;0.147;12170;816;9293;2061;420;0.15;0.66;0.864;0;0;0;0;0;-108;6;357;1;0;9479;9479;32644;6710;23968;0;6;125;35565;16;10;24;0;0
